weight,value
38,30
44,100
28,81
7,52
2,49
38,66
33,89
13,68
9,18
49,19
45,76
4,87
26,92
18,23
41,56
38,96
12,76
30,57
20,77
12,68
9,39
20,44
14,46
16,15
26,44
41,49
50,69
11,90
50,99
13,45
16,36
35,34
49,59
7,93
27,10
19,74
43,39
4,37
24,88
32,84
5,47
34,99
36,51
5,71
21,82
15,33
9,87
45,65
38,82
30,41
9,44
1,78
22,82
14,84
38,93
19,53
7,83
29,92
16,12
34,78
20,24
11,76
47,61
10,34
31,91
49,79
48,83
47,83
19,95
3,98
22,77
10,44
23,85
4,90
27,44
8,89
24,66
29,75
2,75
7,44
31,65
18,23
29,18
49,58
24,94
41,85
16,32
24,19
33,48
7,42
15,37
34,72
10,88
39,57
50,49
19,22
50,19
36,13
12,54
11,22
8,76
22,35
4,63
39,41
45,31
45,97
42,63
3,77
30,87
21,93
31,41
18,82
46,87
30,80
4,95
4,39
49,29
17,34
42,67
24,71
31,94
44,24
39,27
4,77
41,78
29,64
13,58
24,79
33,15
5,19
37,96
31,60
9,25
27,46
32,44
45,76
23,72
18,44
9,38
1,30
49,29
42,93
6,48
37,12
47,63
3,26
30,70
40,58
2,56
43,54
47,45
29,15
3,100
19,59
48,34
38,49
42,64
24,53
4,52
2,70
12,21
39,91
39,15
49,13
49,93
9,40
4,87
21,94
36,17
18,84
49,44
30,26
15,40
14,81
36,40
23,56
2,45
47,55
15,41
1,73
7,39
42,51
16,14
49,74
25,62
23,32
16,77
22,76
24,63
13,93
1,63
50,87
44,42
28,93
2,45
15,68
50,16
24,57
30,56
29,93
16,26
11,98
24,58
29,68
42,61
20,88
25,39
9,22
36,30
37,27
32,95
10,18
45,89
24,55
24,72
17,56
35,59
39,31
46,52
3,14
46,23
45,10
2,41
39,42
28,42
36,81
8,71
38,22
21,51
50,41
40,20
17,46
7,84
25,35
45,91
34,44
15,88
16,62
26,78
47,14
47,83
48,93
8,11
37,11
34,51
14,81
38,26
20,98
34,75
32,65
11,41
14,53
47,23
26,90
35,49
23,29
41,76
40,60
29,48
34,29
45,66
30,72
40,82
14,66
45,70
44,24
23,27
24,46
22,91
2,28
49,28
43,86
47,54
29,75
17,34
42,47
11,42
21,69
10,75
45,88
19,17
44,41
19,85
49,69
47,85
27,88
34,87
19,64
36,32
33,55
5,76
35,11
42,86
14,28
44,28
20,91
5,17
5,38
21,52
23,58
4,89
14,88
30,66
22,95
49,78
8,93
4,57
45,48
42,15
6,97
40,99
34,44
22,96
4,80
38,12
45,97
46,78
19,59
43,46
23,59
1,23
27,56
32,77
50,76
13,54
37,39
29,63
11,32
42,87
5,83
13,71
30,48
48,27
49,61
8,84
39,49
19,77
23,85
41,82
28,88
12,84
21,90
39,51
1,85
45,34
2,77
5,98
48,12
26,51
36,10
39,29
39,62
12,60
11,54
26,32
40,17
13,58
24,15
48,25
49,43
10,61
48,83
33,26
8,10
45,55
29,88
23,97
4,43
49,16
22,57
48,16
40,40
14,18
34,52
47,85
29,75
11,100
31,43
9,14
44,58
2,65
17,63
7,36
45,44
17,52
40,71
7,61
39,89
25,39
46,49
35,60
7,95
50,67
3,15
35,91
31,43
25,100
41,20
14,28
3,73
30,75
4,34
1,34
1,55
49,11
39,25
13,55
13,10
28,94
27,45
29,98
43,64
9,33
25,31
28,87
46,62
30,29
10,51
31,25
4,21
37,26
36,59
32,42
6,13
9,17
38,10
9,35
19,36
1,31
26,14
21,60
47,63
37,16
32,40
48,34
31,58
8,65
23,78
19,20
47,82
4,29
45,61
1,63
30,36
23,31
17,73
29,58
35,84
25,57
31,38
36,75
13,19
4,22
12,80
43,68
2,58
49,32
11,43
32,71
46,100
48,46
1,31
14,67
17,66
50,48
12,63
45,82
48,47
27,27
1,94
23,93
42,88
25,13
24,23
24,58
3,90
21,71
9,50
27,96
35,75
7,15
29,88
31,61
16,64
38,42
13,53
23,15
10,83
13,72
32,55
14,75
36,27
18,43
8,60
7,66
21,23
11,99
19,21
18,20
20,49
3,17
36,38
5,26
33,48
44,19
17,92
31,53
45,43
13,25
12,48
43,96
2,17
26,13
34,36
27,14
19,26
24,63
37,33
43,78
18,73
11,18
38,29
10,32
44,92
5,59
20,23
20,28
2,75
28,81
41,88
26,95
17,13
11,64
8,88
37,73
27,41
4,65
15,100
28,57
10,12
4,16
35,90
6,75
40,38
9,29
6,35
43,55
47,60
35,80
32,13
20,95
8,54
28,92
16,10
20,26
5,20
14,16
27,73
15,50
33,64
46,26
39,87
16,97
42,97
11,21
43,21
41,66
22,62
42,32
21,50
44,42
17,25
21,91
37,37
15,38
43,51
4,43
35,65
21,41
2,66
47,70
13,17
26,95
32,43
27,16
9,93
37,57
17,22
10,79
35,31
32,72
33,29
27,54
27,82
39,56
40,35
25,64
43,26
9,89
40,52
4,83
10,73
24,83
29,90
47,87
45,35
2,76
24,78
17,54
45,56
15,84
26,50
7,46
9,11
7,37
21,62
22,85
22,48
14,57
15,53
43,91
27,91
44,70
33,28
36,26
39,19
1,57
41,42
37,71
44,85
13,16
33,26
25,52
34,11
10,58
1,43
43,43
45,36
32,39
6,86
45,70
13,62
25,25
41,56
27,53
20,67
38,67
41,71
9,32
15,86
9,74
50,20
11,28
48,41
5,77
11,40
41,68
26,95
21,42
22,19
30,47
42,61
31,85
8,39
18,20
24,84
25,57
33,87
33,74
50,39
28,65
40,25
42,56
18,91
13,67
20,57
38,71
14,59
33,49
18,25
43,49
22,33
43,76
40,90
17,79
7,45
12,11
11,93
18,78
6,27
45,51
28,75
35,84
21,20
46,73
18,69
40,63
19,44
23,29
35,18
11,58
37,42
13,89
16,22
8,99
45,41
43,70
49,48
42,21
1,37
16,10
13,67
9,66
16,39
17,97
49,83
44,70
46,30
16,36
17,40
6,82
9,61
43,67
39,60
6,93
13,40
7,82
46,97
4,96
25,50
5,58
45,23
41,48
26,71
20,73
39,23
12,21
6,51
3,66
12,91
32,72
24,87
32,31
30,94
4,61
39,29
46,30
29,44
8,20
31,64
35,46
5,62
1,13
26,96
19,29
35,23
36,64
18,85
47,25
11,28
33,54
31,68
46,18
41,22
15,88
28,18
19,45
43,25
11,96
49,88
32,88
18,42
23,98
37,15
34,10
2,90
34,16
24,28
47,11
3,39
15,26
46,69
22,10
12,42
34,10
41,57
50,84
24,26
21,59
7,59
41,39
40,76
24,56
7,86
47,80
8,96
48,24
32,49
9,37
42,59
3,20
27,22
22,75
10,50
32,26
33,61
18,34
39,79
7,43
6,31
44,77
38,58
36,99
47,21
37,88
23,79
13,40
31,48
28,16
23,78
31,58
16,85
19,70
11,57
29,16
2,97
4,82
22,46
2,15
21,37
34,66
12,57
11,18
25,30
32,49
24,37
11,56
4,81
35,99
44,49
20,47
4,12
50,50
17,10
27,93
24,76
21,27
21,69
50,93
30,40
25,68
42,96
39,74
32,12
12,60
22,13
12,80
20,22
14,75
38,81
36,43
2,100
3,18
47,82
39,35
41,53
22,36
34,64
5,98
37,50
25,69
4,77
44,20
6,14
26,28
4,49
22,78
16,44
48,27
12,99
20,56
33,41
49,46
6,47
49,38
41,100
50,28
6,70
35,19
49,96
44,97
30,95
1,95
27,69
46,98
7,54
39,96
11,32
45,32
2,53
34,28
31,83
24,28
18,28
20,93
19,39
24,53
24,57
37,12
26,45
41,94
16,18
50,15
1,20
44,36
41,29
29,70
7,21
10,84
5,72
44,48
12,55
42,36
15,81
28,94
25,19
15,76
20,82
17,39
13,95
32,64
50,49
22,93
41,88
30,16
31,28
32,10
20,31
14,37
48,63
48,41
10,76
47,32
36,15
47,15
4,24
18,72
2,83
5,22
45,70
25,23
24,30
5,45
4,51
35,65
15,100
43,83
23,76
33,20
32,95
25,88
34,18
36,32
17,100
20,67
37,69
3,13
42,91
3,88
42,100
23,67
49,81
4,26
6,99
17,94
11,35
39,26
40,79
20,21
11,17
20,87
36,87
46,73
40,22
17,16
21,16
12,14
11,57
36,20
36,66
5,96
13,86
17,63
48,45
9,71
39,95
5,44
40,70
13,33
22,81
48,32
32,87
22,82
43,33
30,56
11,100
36,63
4,100
20,90
2,87
26,95
12,77
46,67
27,55
3,46
24,72
8,98
19,72
30,30
39,67
7,52
26,24
27,89
50,66
26,15
50,39
15,41
2,79
42,52
48,67
8,10
18,73
40,100
2,42
38,79
6,60
16,37
31,49
42,77
44,77
39,74
49,70
5,72
4,51
40,82
19,97
6,74
38,44
11,37
35,69
49,72
46,75
9,33
27,44
42,51
26,62
5,19
20,73
20,81
46,93
3,59
13,51
2,47
2,47
36,80
43,100
14,70
36,36
36,77
12,46
33,27
22,31
25,74
4,44
5,86
30,64
33,69
4,44
28,27
9,67
31,97
40,76
30,85
18,44
3,71
28,36
12,51
24,79
40,40
9,58
15,96
16,55
21,58
6,37
16,98
37,17
33,73
35,96
9,82
21,63
30,34
38,74
20,32
37,13
36,62
38,64
4,66
42,87
40,75
13,79
21,36
46,73
27,60
5,60
24,35
42,76
16,10
43,15
25,58
18,33
17,86
33,11
50,35
27,84
20,15
10,35
10,19
19,20
34,90
1,67
49,41
6,82
6,97
42,31
16,47
1,53
42,25
39,23
5,94
35,13
15,93
38,24
39,89
1,40
5,91
5,85
46,19
33,39
32,77
30,39
24,16
18,80
7,26
34,56
19,74
35,19
31,97
8,91
8,28
42,44
27,97
28,73
17,32
8,55
32,95
29,18
25,45
49,96
45,17
29,21
22,24
36,99
5,82
14,24
25,21
2,85
7,38
20,71
13,50
33,35
22,58
22,61
32,37
16,13
42,37
48,34
40,72
48,24
36,30
45,94
50,78
48,84
5,90
33,34
48,70
2,84
7,97
1,14
5,80
19,63
35,56
4,94
42,10
29,81
8,41
10,43
35,96
6,65
17,30
28,16
50,52
32,51
35,37
16,41
8,83
41,12
41,100
45,73
29,17
43,41
4,97
48,19
31,35
14,62
24,81
49,58
8,67
12,50
13,20
30,34
22,20
37,33
7,39
7,71
28,18
13,32
32,26
33,75
35,75
5,66
32,77
23,33
1,26
9,50
19,95
2,71
14,20
46,89
33,29
45,70
47,41
42,35
38,78
2,73
42,66
32,97
7,23
1,49
4,79
4,39
19,93
42,30
24,78
35,86
27,92
49,85
27,17
18,71
48,69
27,41
39,11
30,47
6,80
5,91
24,15
37,11
46,31
21,85
49,69
16,97
11,43
9,56
26,89
8,95
14,68
15,100
41,51
38,45
44,28
37,58
38,37
16,76
17,84
49,75
21,75
41,69
37,91
13,44
20,27
14,43
46,35
1,66
29,82
17,48
37,16
39,34
50,14
33,70
34,70
44,17
42,19
17,77
46,48
50,29
25,78
6,65
12,77
34,42
43,39
47,77
24,17
33,89
6,10
22,61
2,10
30,64
19,51
38,86
45,35
29,89
37,43
9,80
12,80
11,31
20,10
12,80
11,100
24,43
15,71
46,18
36,86
48,100
22,75
14,42
19,73
45,48
43,98
39,61
22,22
36,73
8,29
20,14
21,35
19,74
8,49
37,95
37,54
8,64
8,71
45,10
42,64
30,89
21,72
3,84
29,64
18,51
19,16
50,87
9,15
26,38
24,15
26,50
38,10
26,100
20,94
9,62
46,93
45,51
8,72
47,84
48,36
35,81
25,26
9,89
34,79
9,71
19,88
46,74
17,76
50,36
21,78
15,42
31,68
29,91
1,99
26,62
33,54
3,60
20,18
48,10
21,70
50,15
27,59
22,18
13,85
6,15
19,14
29,58
23,45
6,97
36,49
18,91
7,91
32,25
19,68
35,95
5,63
8,48
8,36
13,14
10,74
14,92
50,25
19,65
28,84
32,19
7,44
46,59
42,88
18,98
28,41
13,12
39,54
37,47
14,79
17,33
8,83
29,49
47,61
4,39
18,94
11,84
6,11
1,45
39,94
35,95
49,57
11,22
11,50
39,31
14,61
42,23
43,90
50,65
46,36
21,28
24,96
49,29
25,89
3,22
40,45
34,42
46,50
5,98
12,99
22,67
23,19
29,90
33,53
18,52
20,33
24,93
5,44
12,92
47,51
48,100
8,39
1,18
20,99
2,24
45,20
25,43
10,42
9,70
16,53
27,33
48,89
30,49
13,50
14,82
6,88
35,75
25,50
3,80
28,96
29,84
36,90
18,13
36,44
47,41
25,99
44,70
37,50
30,30
9,11
24,10
17,24
45,11
36,15
20,41
19,95
14,31
34,58
17,71
26,86
43,30
32,79
28,32
33,47
42,36
39,70
6,67
47,23
33,81
4,98
28,66
15,85
31,77
41,99
37,61
11,32
5,16
9,15
23,95
28,25
20,96
7,62
43,51
20,84
31,28
7,46
7,41
8,94
27,90
26,99
36,82
11,78
44,66
43,16
22,79
26,14
40,14
17,41
22,75
6,61
38,54
10,63
33,20
33,64
12,43
33,93
41,67
14,52
14,18
22,88
23,36
24,62
17,50
27,83
45,58
2,83
37,77
50,66
22,55
49,55
26,41
13,93
15,75
27,25
49,38
38,45
9,45
13,54
11,77
39,75
34,26
14,43
14,81
9,44
28,66
20,60
19,32
29,30
50,16
21,72
4,74
36,57
47,18
34,47
21,27
39,18
19,89
41,59
24,52
36,74
21,97
19,89
26,36
4,61
44,69
49,64
46,48
22,71
47,12
42,83
16,14
35,43
28,58
46,12
1,16
34,56
20,18
40,17
40,65
10,87
43,95
40,73
20,80
47,72
32,92
39,60
29,80
50,71
3,49
22,51
46,43
17,53
26,38
30,20
28,77
24,58
29,41
40,34
23,45
43,28
21,52
4,71
49,78
48,77
6,57
38,75
4,96
35,64
10,69
39,71
14,92
21,95
34,57
40,18
12,33
20,10
33,87
33,39
40,80
26,23
3,25
44,83
15,43
35,77
44,80
8,49
4,43
44,100
20,68
47,52
18,52
49,26
20,51
23,55
11,22
36,99
43,56
41,68
32,24
23,53
34,71
5,50
39,63
1,89
16,73
5,12
8,12
7,75
49,85
32,12
40,87
23,18
28,19
6,55
23,95
31,14
48,59
43,95
29,66
43,100
32,94
26,86
40,15
13,73
33,29
18,37
22,88
4,64
38,93
49,38
1,24
9,57
30,72
44,28
16,28
31,11
32,77
25,58
16,75
46,50
3,81
18,36
42,48
27,18
22,10
47,95
11,93
45,51
4,40
38,83
16,53
35,26
23,62
10,58
23,35
8,32
22,30
28,34
18,76
12,57
9,88
40,27
27,50
42,81
16,99
27,70
28,61
38,62
35,56
49,29
14,70
32,43
16,44
9,52
7,49
17,38
8,53
41,63
34,88
47,89
25,47
33,43
1,17
46,68
5,60
44,88
15,26
39,35
7,33
38,85
31,53
28,14
22,74
39,14
18,46
7,71
33,86
25,70
41,34
36,96
17,95
50,56
42,67
12,69
18,47
1,72
45,48
23,27
8,31
14,84
44,93
1,64
39,78
41,38
10,65
21,86
46,86
49,17
25,86
15,52
11,34
11,14
4,20
16,82
6,37
42,53
1,23
19,56
29,56
44,48
27,24
34,61
35,99
8,37
11,45
4,58
1,81
21,86
2,79
19,81
8,76
22,66
2,56
12,76
22,47
43,76
6,49
27,54
25,14
47,86
21,80
24,96
8,52
19,81
29,81
17,32
29,82
3,26
17,31
46,53
3,96
9,67
9,49
10,26
45,71
23,83
14,68
34,20
30,48
21,16
36,97
47,96
5,25
8,73
15,44
7,13
17,89
30,69
1,94
44,62
45,37
25,80
3,30
19,13
36,35
47,93
1,39
33,37
8,47
40,71
26,74
41,77
36,94
2,45
28,67
24,66
35,27
36,86
15,13
47,16
21,73
1,53
47,48
16,61
38,66
10,27
21,62
12,98
22,35
43,49
1,15
40,44
14,35
27,61
34,55
29,58
48,76
9,79
17,29
36,74
38,14
29,72
3,21
3,25
44,98
10,86
15,66
38,21
26,16
18,99
46,65
25,29
3,90
20,41
31,27
3,31
27,90
17,30
35,55
50,73
34,89
43,44
40,33
49,40
14,65
38,28
19,47
31,29
10,96
45,48
41,89
44,72
9,32
3,94
15,41
8,95
4,56
29,63
30,78
8,97
21,22
12,87
43,41
27,91
49,40
27,31
30,24
4,46
10,100
18,75
16,96
44,87
33,76
16,42
44,43
49,99
44,39
29,48
12,62
15,65
17,13
44,65
19,16
27,31
32,76
7,39
6,89
21,39
15,53
7,38
40,13
15,55
40,74
2,59
24,95
38,71
4,54
37,25
16,82
40,94
44,82
39,12
40,32
22,54
3,13
37,84
24,39
37,64
7,31
7,68
25,87
48,85
32,37
30,67
1,21
35,33
16,99
20,91
13,69
40,94
3,46
42,47
50,93
3,10
12,11
42,55
10,33
43,100
13,39
36,64
5,65
46,73
41,73
48,87
26,63
28,13
23,92
49,22
2,25
29,62
20,46
44,96
16,65
40,44
46,58
31,31
39,41
20,76
34,75
40,81
44,85
11,82
40,64
18,13
31,53
39,69
3,73
38,86
26,99
18,43
46,81
24,23
40,15
8,60
29,38
27,28
25,40
23,96
47,44
42,51
2,84
33,72
17,85
28,35
2,17
21,62
30,13
37,36
10,20
40,90
21,77
40,57
26,25
27,71
8,64
36,98
2,34
2,46
14,19
15,17
19,64
17,19
44,61
20,15
31,34
28,23
16,27
36,75
42,62
16,40
39,54
49,25
25,10
42,51
2,14
19,96
10,78
7,94
43,73
12,82
22,37
48,32
10,21
20,76
44,40
30,56
27,59
32,53
13,75
2,63
23,95
17,13
45,73
10,69
10,24
12,41
25,46
11,56
22,48
5,11
39,95
9,37
31,96
32,25
49,83
42,44
45,62
30,95
2,87
40,51
46,21
6,38
14,93
50,56
28,57
24,29
35,41
18,98
3,71
50,77
11,57
17,27
43,64
35,41
42,25
13,86
18,56
10,73
6,88
25,52
15,13
41,27
19,73
39,85
40,77
3,91
18,89
11,18
19,86
45,21
29,100
35,55
10,26
47,50
31,42
6,60
28,48
23,55
13,12
25,90
42,63
17,93
27,43
9,77
16,61
28,14
22,18
25,50
3,28
1,45
38,54
38,11
25,98
28,86
19,52
42,50
45,89
7,76
12,11
7,50
22,13
47,63
24,60
22,23
31,23
47,98
14,72
9,68
38,62
33,32
39,72
37,47
12,60
29,96
47,47
25,70
8,20
38,50
30,61
45,52
22,97
36,46
44,79
38,90
3,60
15,14
17,71
29,35
13,13
38,87
21,98
24,88
15,100
1,57
4,52
13,94
50,23
13,76
34,78
25,42
50,89
38,12
29,74
7,32
33,11
7,77
13,37
44,37
7,45
2,56
6,82
45,68
30,92
44,60
39,69
28,22
40,51
47,78
21,86
33,62
16,61
48,16
30,18
8,42
27,28
12,40
4,61
13,81
25,53
9,13
44,12
25,82
10,20
40,65
6,58
25,80
7,79
21,77
37,94
43,37
35,36
46,82
25,99
20,94
19,94
40,10
40,20
19,21
42,98
32,30
19,54
18,86
21,15
14,100
43,83
8,10
48,26
31,10
45,17
11,60
38,99
41,52
43,40
47,69
20,84
5,93
13,46
13,72
2,100
21,62
40,44
46,68
10,46
15,63
1,41
3,47
48,48
2,39
5,31
25,26
14,15
35,36
27,78
8,60
18,33
5,34
13,96
34,86
3,33
48,35
37,33
12,21
50,11
40,98
15,72
30,42
41,42
19,38
35,72
27,12
15,21
12,66
25,71
39,46
20,51
33,75
47,18
49,82
44,11
21,60
40,100
9,67
36,88
1,54
46,40
38,62
24,55
2,86
50,19
35,65
41,12
42,69
25,95
12,75
1,71
8,13
20,60
9,54
48,92
9,82
28,49
33,63
43,69
42,96
4,14
14,49
47,77
49,94
39,94
6,13
3,58
2,16
49,31
12,13
44,19
11,57
39,29
3,70
25,21
6,46
35,34
11,49
32,78
20,79
49,48
7,45
27,58
8,33
9,40
34,81
31,24
40,90
38,32
32,91
1,37
49,20
36,91
41,85
7,95
30,76
2,95
49,44
44,15
6,73
13,60
12,26
13,72
6,72
12,60
32,88
49,17
22,36
1,80
15,17
30,85
20,55
45,91
50,98
19,28
12,47
45,71
17,87
25,100
34,26
38,32
37,68
24,19
17,93
49,63
3,55
23,15
43,94
41,18
5,41
7,67
38,69
5,31
41,20
3,52
50,33
24,63
26,56
2,28
34,60
23,57
7,74
7,25
22,80
10,96
41,43
18,49
32,79
5,75
33,39
2,45
32,70
42,23
39,79
35,17
26,59
49,98
20,42
29,49
17,26
2,81
40,47
43,63
23,90
48,81
39,87
16,99
14,71
42,44
39,28
24,88
11,50
14,83
20,21
36,62
5,94
39,65
35,63
27,50
34,99
31,69
3,19
50,31
19,58
30,19
49,47
29,54
35,59
4,12
32,97
17,68
9,53
13,20
34,58
43,20
19,79
42,63
30,46
16,97
18,36
47,27
22,97
30,69
11,65
29,39
8,60
3,70
2,14
27,56
41,92
37,73
48,33
42,13
18,99
34,75
9,11
15,42
11,57
24,86
50,64
39,18
39,66
18,68
28,80
22,80
26,14
1,67
18,19
40,73
22,35
28,31
4,96
4,18
30,62
4,32
2,77
34,27
20,48
24,76
17,37
13,75
31,26
50,20
45,51
25,77
19,100
30,48
16,97
44,81
35,34
32,99
5,43
16,48
33,37
21,82
23,97
28,26
28,66
43,57
18,75
17,88
7,46
15,36
11,15
4,93
11,80
21,53
15,64
31,29
13,82
23,90
45,11
9,89
5,24
46,73
37,60
3,31
38,76
13,86
45,35
12,64
7,35
3,40
45,45
30,76
47,64
7,82
32,93
20,31
16,100
35,83
20,85
44,79
23,25
15,60
50,40
44,98
7,44
1,88
47,97
3,20
50,75
50,22
18,81
9,100
7,42
9,73
31,42
16,24
39,75
46,95
41,73
20,29
25,60
9,25
28,40
32,12
11,35
12,95
2,20
35,27
47,82
33,31
10,24
10,12
44,27
28,47
34,77
47,91
26,58
12,59
50,87
13,69
23,36
25,12
47,58
10,55
23,28
35,100
44,31
31,98
31,80
18,37
9,48
12,59
46,35
41,66
50,27
22,98
14,52
20,37
1,90
8,14
39,28
20,17
32,58
34,40
22,77
30,62
50,11
23,38
7,53
35,49
20,98
7,61
2,85
44,39
21,35
17,99
38,88
9,37
34,86
31,56
10,30
11,19
3,23
1,93
2,10
34,71
37,51
49,95
24,45
43,12
47,41
30,57
47,68
28,23
41,61
8,88
7,100
2,35
6,75
19,18
7,41
39,93
50,11
30,78
23,80
35,20
16,60
47,12
23,34
25,39
46,16
2,11
26,13
45,88
42,48
4,12
20,47
13,83
21,12
17,91
42,21
6,25
8,79
15,30
32,83
50,38
13,19
38,35
23,87
33,89
10,90
13,63
41,43
11,83
26,57
15,56
18,80
21,72
32,62
23,11
3,34
30,87
10,99
20,43
23,83
8,45
45,83
16,47
11,50
21,23
9,43
44,56
32,32
49,51
49,64
23,92
31,55
45,55
28,72
16,98
50,18
24,80
50,97
27,72
4,96
49,72
45,15
24,39
50,77
3,80
42,62
3,69
39,91
22,36
37,98
20,27
45,53
20,28
9,89
34,41
18,60
12,24
50,26
1,49
21,82
39,75
17,42
49,26
14,14
22,81
15,28
14,64
3,46
9,72
5,31
34,19
2,64
2,50
47,27
26,95
5,94
11,86
46,92
47,82
38,91
19,76
4,86
23,64
12,91
15,15
42,67
26,50
31,10
17,18
23,51
30,16
10,34
7,30
12,44
8,11
10,76
40,36
18,36
21,39
8,67
48,74
3,95
35,73
48,49
22,10
18,65
38,17
20,81
48,36
19,32
43,15
14,35
30,64
12,10
10,66
44,31
4,63
15,86
34,68
29,54
36,22
15,50
2,67
2,42
7,25
31,80
8,86
15,16
39,46
40,20
40,73
15,83
6,96
37,45
13,83
8,32
15,24
15,10
6,19
16,28
24,34
11,33
13,64
35,72
11,97
46,20
50,78
43,94
24,64
18,35
17,17
3,86
47,58
1,100
20,22
26,36
50,51
16,32
14,90
31,38
33,86
49,41
25,50
10,15
1,90
17,26
28,82
7,35
38,55
1,25
7,40
31,37
33,68
29,72
10,87
8,90
31,57
35,83
40,69
37,62
31,69
29,64
39,18
42,15
49,53
37,48
35,79
2,16
47,64
26,10
6,95
32,19
17,16
47,94
32,78
10,14
36,47
20,84
15,51
37,50
6,53
46,11
41,32
43,45
29,44
29,85
16,24
41,42
9,23
27,56
6,46
29,80
14,32
48,63
49,30
7,68
49,55
1,78
50,37
24,54
41,34
14,23
50,14
15,18
15,67
17,14
15,69
7,36
33,64
39,21
44,53
10,17
20,30
5,55
40,46
11,69
30,11
34,99
27,16
50,88
40,69
34,68
19,85
14,55
20,11
49,21
40,41
34,45
37,23
30,25
31,57
12,63
26,63
9,14
39,16
6,22
6,55
12,48
16,47
19,27
14,25
42,81
28,50
4,60
31,24
1,94
48,30
37,73
47,60
39,89
23,83
1,32
45,50
41,43
29,63
19,62
32,62
24,85
14,37
23,23
1,80
27,51
8,58
40,25
47,69
9,72
31,36
16,96
34,76
3,45
7,25
21,66
43,57
49,70
45,54
22,25
27,66
33,65
24,20
12,68
36,85
18,67
50,53
37,91
37,65
4,18
18,49
3,15
37,47
12,83
46,14
50,45
13,61
34,67
11,64
20,81
14,14
23,14
47,38
1,15
17,19
44,25
10,24
7,97
20,63
34,84
48,98
5,95
18,92
28,13
42,86
6,80
37,23
14,16
43,66
8,53
41,29
1,20
50,64
2,86
7,83
35,30
11,42
16,23
46,100
11,40
10,82
2,53
2,25
4,61
30,22
41,17
36,38
30,59
50,81
27,61
10,71
28,49
26,22
4,19
7,97
27,14
30,93
43,76
25,91
29,80
6,78
44,75
43,73
27,88
9,61
10,97
32,13
28,33
41,29
26,14
41,76
12,33
6,27
35,29
26,58
30,90
4,24
31,48
13,100
3,80
42,18
16,36
38,12
41,68
40,18
48,75
45,95
29,13
31,43
31,24
1,68
47,12
7,12
6,71
30,38
28,75
28,46
2,19
43,18
32,62
6,77
5,53
46,44
28,16
46,91
18,16
16,25
7,63
35,41
1,55
39,29
41,55
5,23
40,19
34,25
32,20
2,38
1,95
47,44
42,55
41,87
43,71
8,15
46,25
32,75
30,67
23,20
34,72
6,21
12,75
11,11
37,52
29,72
22,63
27,84
2,19
35,75
4,66
28,36
26,41
50,58
15,75
2,26
46,32
50,86
35,68
21,41
3,37
13,44
19,36
20,96
13,82
8,60
13,62
9,70
13,97
36,99
13,43
50,84
33,18
3,80
2,66
10,65
34,81
20,23
7,68
16,39
29,58
16,44
31,38
9,96
20,69
33,14
13,14
13,11
39,55
15,97
40,61
14,13
22,15
39,99
8,90
21,73
42,19
4,42
30,19
3,61
34,82
46,13
29,70
41,50
38,33
37,33
18,46
30,15
48,61
9,19
13,24
18,10
47,21
5,94
4,25
1,10
32,90
36,61
2,100
30,28
50,23
37,70
9,42
6,83
22,73
32,43
8,18
38,27
4,87
10,57
25,95
29,96
44,24
46,64
22,22
16,94
33,60
32,61
24,36
27,79
26,58
17,63
35,82
10,40
17,88
38,13
40,80
46,94
4,54
9,59
11,87
46,88
24,70
50,42
29,18
22,70
34,48
24,44
13,39
5,86
44,74
32,20
8,25
5,57
40,26
19,41
22,54
42,39
18,89
14,54
8,26
39,33
38,56
25,11
39,20
25,24
40,73
2,11
14,71
30,90
4,52
33,83
32,20
25,62
23,58
21,66
1,100
32,53
26,86
16,75
23,13
16,42
31,95
34,20
12,25
31,88
16,10
26,29
2,88
27,49
2,62
29,79
27,73
19,60
36,45
17,36
24,38
6,97
44,36
36,46
49,16
44,100
36,49
12,53
26,86
33,27
12,16
40,37
39,72
9,40
12,99
18,26
38,93
43,24
36,44
47,21
27,62
2,19
24,77
7,69
28,70
37,77
18,51
48,12
41,98
35,83
18,69
18,13
21,44
30,53
4,73
11,16
21,56
19,66
40,70
2,13
30,81
32,90
28,20
8,54
28,92
18,87
26,64
41,45
5,54
16,83
6,52
7,57
39,34
23,29
13,35
33,67
40,71
40,38
19,46
39,41
45,64
17,33
38,59
15,23
43,69
26,86
32,51
22,69
49,78
47,62
28,97
40,96
8,90
45,10
40,71
44,49
27,14
15,28
32,39
4,24
28,43
44,20
35,73
7,40
10,85
9,40
35,42
36,23
10,55
28,63
23,97
22,37
11,20
35,67
20,97
38,100
48,38
40,82
40,31
16,99
19,14
41,25
13,12
24,65
49,34
4,69
1,14
20,71
10,23
39,36
21,77
50,19
39,22
32,47
48,71
26,41
29,76
29,99
17,78
48,33
41,75
35,39
8,64
44,93
9,28
37,20
7,98
36,29
11,19
5,72
8,86
8,39
25,36
18,47
44,83
40,82
16,76
24,42
2,91
33,40
20,21
47,21
50,32
28,73
49,42
46,53
42,78
28,16
18,41
15,76
22,56
11,43
27,38
30,65
19,38
14,77
34,64
42,53
5,80
18,12
21,98
22,82
41,100
28,45
9,92
43,56
7,84
32,56
12,31
38,22
28,56
34,33
24,42
36,30
45,53
8,37
36,81
11,48
13,28
7,12
11,100
42,53
