weight,value
3,66
38,65
50,10
38,25
10,74
47,41
19,43
40,21
38,78
23,44
23,72
16,33
22,34
16,43
30,62
50,43
32,24
5,75
1,28
7,40
3,38
44,39
24,25
40,74
11,57
12,29
48,84
29,24
50,75
17,54
9,77
43,13
37,54
24,20
5,60
36,90
33,28
45,15
3,17
25,80
4,45
33,69
40,78
29,59
7,42
29,64
4,94
13,30
13,35
27,64
20,91
32,71
38,29
45,96
15,25
29,20
39,65
3,77
11,46
6,29
20,66
1,77
9,84
4,66
34,91
21,66
36,56
25,15
10,95
18,65
47,11
27,27
43,27
39,71
1,66
47,90
9,82
22,88
19,82
4,95
36,88
7,40
40,42
12,64
19,80
27,24
9,22
11,86
2,36
47,85
8,34
14,44
10,70
15,95
9,87
17,73
20,77
31,91
31,27
15,64
24,51
36,22
12,55
46,99
45,91
33,97
40,60
18,99
36,43
50,23
23,64
10,48
21,41
10,14
42,40
11,86
45,93
48,60
9,17
29,32
10,21
6,55
49,17
47,41
41,17
13,99
10,77
38,47
47,97
38,91
39,91
28,13
22,51
23,87
5,60
23,67
47,70
44,79
16,21
44,93
38,64
41,89
33,90
28,64
46,28
38,35
1,46
39,94
45,49
6,49
48,23
33,14
42,19
24,50
30,64
27,99
9,93
37,98
10,70
25,96
43,23
41,67
50,53
31,24
1,54
44,88
41,38
46,69
2,38
47,57
12,75
17,39
40,63
37,73
7,64
25,32
4,79
36,20
25,76
35,56
43,82
30,22
43,19
41,87
21,16
15,33
1,20
1,34
3,25
50,45
1,39
1,84
29,18
23,13
20,74
18,22
25,17
6,46
1,97
11,14
45,96
24,44
38,74
5,37
18,63
5,38
5,44
22,97
34,26
11,23
48,50
17,54
16,96
37,25
34,19
4,43
35,19
47,87
41,94
7,38
12,94
8,69
36,72
3,63
29,32
38,61
18,60
33,34
39,39
28,50
32,35
34,90
37,53
30,48
12,25
44,76
21,50
26,95
6,28
38,53
23,80
9,18
10,81
34,32
4,46
2,62
17,42
50,75
34,91
18,55
33,79
29,69
45,58
15,90
1,100
25,65
45,64
28,20
42,52
35,91
23,74
4,94
38,89
35,43
17,91
49,35
47,38
24,92
16,47
7,48
28,64
33,38
32,82
50,28
24,86
23,87
8,22
44,38
36,81
32,87
15,69
48,93
42,67
25,12
48,98
14,22
29,22
3,92
15,88
28,65
3,13
10,47
19,55
13,25
1,94
27,88
49,40
6,52
23,10
35,76
20,52
9,97
4,64
15,99
27,87
35,30
8,61
15,98
18,29
31,70
32,56
13,16
40,30
9,35
23,33
33,49
30,22
22,13
40,89
17,81
6,17
19,63
40,45
23,23
9,80
18,88
9,55
17,64
4,70
32,28
46,77
49,63
1,52
2,44
18,59
13,25
10,39
30,42
24,88
7,85
40,51
45,56
23,22
5,76
40,73
25,49
39,69
31,51
14,27
19,24
46,96
21,78
15,39
23,12
35,38
17,78
3,47
37,29
2,62
31,79
9,11
20,74
45,10
6,32
25,67
36,78
31,59
10,48
1,33
48,80
40,17
32,13
33,11
27,100
35,28
39,12
19,11
2,98
8,53
50,26
27,59
13,58
30,91
49,56
7,92
20,85
20,78
16,14
19,92
40,34
50,57
4,17
37,26
44,62
10,41
37,15
19,14
30,74
11,13
22,75
28,78
8,18
24,45
44,38
37,65
2,34
25,60
50,82
50,81
20,87
39,83
22,11
7,42
28,70
32,31
5,86
48,95
19,14
10,56
1,22
41,58
24,46
42,73
36,83
19,99
39,30
3,44
22,62
32,96
27,79
16,54
34,99
41,12
23,58
2,27
9,82
46,73
28,79
16,39
5,72
22,53
4,11
10,90
39,37
24,42
14,45
30,36
47,75
14,18
14,18
9,49
31,28
21,20
42,88
26,56
4,60
12,93
34,79
4,61
27,47
49,15
14,14
36,76
9,45
5,92
8,63
42,100
26,95
14,20
16,32
11,33
23,12
32,72
5,91
44,21
47,46
2,40
39,94
31,56
39,87
47,28
3,55
32,67
33,58
32,11
33,36
12,41
13,25
22,49
39,43
25,86
25,99
30,21
45,69
22,66
21,98
23,29
6,49
41,20
30,20
25,22
33,19
24,97
1,24
28,32
19,52
30,82
9,99
47,38
15,52
23,50
39,96
49,13
4,71
1,34
44,47
12,53
15,12
40,80
47,64
44,75
41,53
33,93
9,41
23,51
7,62
12,43
48,58
4,58
48,98
42,21
2,29
45,40
14,100
39,39
14,64
35,22
25,63
22,69
50,100
9,39
24,63
14,25
22,67
41,77
24,30
9,65
35,87
6,60
27,15
35,30
45,29
17,88
26,51
34,33
36,93
46,65
1,97
2,97
15,32
43,77
26,17
14,32
17,23
45,44
31,16
21,26
44,55
19,39
38,96
16,76
30,35
25,97
43,23
28,99
30,77
37,43
38,66
26,93
28,28
35,22
7,50
29,40
32,71
8,49
12,65
39,93
10,96
30,54
50,32
17,48
1,90
44,46
47,30
46,52
15,40
46,22
18,95
50,76
47,94
1,12
22,83
12,28
27,31
13,83
13,50
20,23
27,84
43,67
15,21
34,58
23,13
5,27
29,88
44,23
48,24
1,57
18,40
35,87
20,58
35,64
35,39
28,45
20,10
25,84
10,100
40,92
31,47
5,97
4,33
34,70
39,81
39,44
45,26
31,37
30,69
45,78
15,30
46,88
2,30
19,78
5,80
49,93
13,27
4,45
22,65
33,59
7,100
44,49
16,42
21,47
47,65
21,78
16,52
37,74
30,65
36,19
45,57
10,40
26,88
28,12
38,15
18,92
4,28
45,62
22,26
44,31
8,23
3,82
46,98
16,35
3,79
20,79
25,63
27,22
33,80
43,15
20,99
48,56
29,50
24,68
33,88
15,24
9,77
39,39
19,98
21,34
14,63
43,69
2,50
9,76
50,89
16,49
34,91
42,83
37,38
48,40
50,88
43,62
10,11
13,56
32,34
33,85
23,62
44,27
47,68
3,32
7,68
47,11
27,30
45,11
49,92
12,42
15,16
1,83
42,63
1,99
18,21
10,55
32,96
38,29
6,87
18,58
47,66
4,50
40,51
24,26
42,65
10,35
28,63
50,73
2,25
3,84
16,72
4,25
6,76
43,16
2,43
22,92
15,81
36,94
20,89
33,28
15,13
36,46
34,13
20,17
6,75
43,46
29,66
16,60
3,38
7,80
10,27
36,12
37,11
6,28
22,70
5,38
20,58
1,77
18,57
39,59
20,30
9,100
5,26
37,37
12,96
20,69
36,33
2,74
47,99
38,49
48,89
19,30
16,17
30,89
37,91
5,70
3,65
1,74
22,100
5,42
35,39
12,62
14,74
21,94
24,32
17,65
38,81
34,53
34,41
15,60
24,87
12,51
34,89
40,40
1,85
6,40
48,89
17,80
1,75
9,98
28,23
6,63
23,20
23,97
5,35
23,87
10,22
18,51
28,95
48,71
48,34
30,23
41,94
31,31
23,14
42,100
9,38
26,98
47,11
29,53
14,31
20,44
17,17
9,92
15,23
33,73
19,53
2,20
4,16
48,39
15,98
19,28
45,63
9,25
47,48
19,81
29,71
28,80
10,52
17,54
26,64
20,75
46,41
20,87
24,16
15,45
4,46
12,47
34,45
48,61
15,32
40,42
40,17
6,50
18,58
38,12
47,22
18,84
11,84
27,73
49,52
4,25
27,15
26,41
33,63
25,54
15,13
46,23
18,44
26,76
21,86
10,65
3,63
46,66
46,27
44,56
43,77
36,35
29,48
44,18
20,11
36,74
15,32
16,70
9,10
6,34
11,37
23,87
47,34
23,99
24,33
25,16
36,77
47,46
14,57
31,79
31,17
37,94
28,87
34,94
38,57
18,31
48,71
28,27
42,46
30,80
35,11
34,22
46,10
40,22
49,97
22,44
6,17
20,46
25,20
40,67
38,63
7,97
50,81
17,74
29,72
44,69
49,16
18,53
23,24
18,76
41,32
25,31
27,40
20,42
3,91
50,37
15,89
6,17
29,58
35,49
28,22
33,39
36,71
2,78
3,37
15,27
35,35
43,87
40,22
37,44
44,91
19,59
28,16
14,37
4,38
37,91
28,20
23,43
40,34
12,26
50,74
49,95
14,61
23,78
33,29
10,40
44,19
40,59
31,44
25,71
19,35
22,38
31,92
26,46
34,46
43,49
37,26
28,43
34,48
44,33
32,56
40,40
44,24
31,72
37,57
10,53
2,72
27,97
32,37
46,52
5,73
45,95
45,85
14,49
37,32
36,32
29,54
7,88
15,54
17,47
14,85
30,71
29,33
13,66
6,16
46,75
24,17
9,50
48,18
33,54
13,66
48,56
13,77
10,47
17,92
21,26
48,54
48,53
40,22
46,74
40,87
13,52
48,92
29,88
33,82
22,44
28,96
20,12
43,57
39,39
39,65
4,14
5,30
20,66
39,75
27,40
21,20
11,53
7,34
42,24
48,97
1,64
46,40
18,12
10,84
31,88
12,26
10,22
36,16
47,73
45,13
21,98
23,14
31,30
2,73
6,22
29,48
8,12
24,15
17,87
45,92
40,91
36,32
42,24
7,31
27,95
36,36
48,26
23,76
41,96
49,41
44,59
6,41
25,97
43,49
22,92
28,23
44,62
21,85
29,69
35,88
11,38
39,22
5,76
15,15
25,31
20,88
19,37
29,10
8,50
48,96
3,65
46,57
19,25
41,58
35,89
22,28
20,16
50,81
23,57
42,35
49,90
39,28
6,46
17,78
18,69
31,92
18,95
14,83
43,18
32,91
32,87
28,13
31,29
27,84
10,52
6,88
42,77
44,11
47,13
11,54
12,20
26,31
28,71
28,35
16,82
43,40
12,55
42,71
26,44
27,76
24,71
3,51
19,27
31,26
26,62
35,81
26,81
40,51
44,29
2,61
2,67
15,82
44,77
26,63
26,31
47,17
18,13
6,97
18,16
10,83
23,36
25,93
30,73
14,36
20,41
21,58
29,59
25,42
49,31
49,57
38,46
39,100
15,47
40,87
14,94
31,62
45,38
4,65
25,60
7,46
15,16
38,10
18,73
48,72
7,62
43,95
5,30
47,40
16,96
16,97
38,70
42,46
5,57
10,16
35,44
17,70
7,38
5,39
19,62
4,82
18,13
22,53
22,89
49,92
3,90
35,12
16,24
35,30
23,58
8,46
27,54
34,51
42,17
20,83
4,66
47,42
17,34
10,49
22,75
38,26
9,96
42,79
39,64
7,48
18,52
2,13
26,22
49,76
11,14
40,69
6,32
28,90
20,60
14,88
14,47
5,71
41,14
1,99
14,62
4,16
48,18
22,100
14,95
46,38
47,30
40,22
46,88
34,52
9,15
49,78
14,72
49,74
6,39
4,52
50,60
38,87
38,64
24,90
29,59
7,68
19,45
13,72
29,39
45,88
4,41
25,11
49,91
49,41
42,66
6,22
42,86
25,77
4,26
5,37
8,38
48,76
32,10
9,74
38,16
45,83
23,60
16,53
10,36
26,87
11,75
15,66
16,15
6,78
39,64
8,45
5,94
8,87
35,44
24,100
15,59
30,95
19,73
11,90
5,68
38,34
32,20
4,100
47,32
27,95
14,73
4,48
23,15
21,99
18,83
14,73
50,17
41,32
12,14
4,43
2,90
32,83
19,27
33,70
13,82
13,93
7,94
42,46
47,89
22,66
17,61
43,98
42,87
38,23
11,36
24,96
36,24
27,67
46,84
21,41
48,100
17,77
42,100
28,95
8,28
29,27
46,78
15,50
13,49
17,23
40,80
4,76
25,92
39,80
49,83
4,97
39,36
39,82
39,83
26,37
36,89
21,12
37,60
17,51
31,64
38,43
36,31
27,55
21,67
30,71
21,34
27,76
4,95
45,19
3,17
37,29
34,96
28,19
40,88
12,49
11,26
47,48
33,80
9,27
32,70
32,61
31,98
25,96
23,67
11,82
22,47
39,79
30,32
44,76
4,82
1,27
5,86
19,56
41,71
22,19
40,90
47,11
46,87
30,58
45,21
48,20
34,65
19,43
48,42
29,95
17,90
12,72
21,80
8,77
20,83
12,38
30,13
26,34
32,89
45,33
43,50
5,96
29,34
18,90
34,12
33,87
46,63
48,86
13,19
50,13
29,38
37,55
42,66
17,27
6,69
11,94
33,54
35,13
28,64
49,79
25,56
36,44
14,32
50,25
11,86
13,66
1,34
30,22
45,39
1,22
35,81
23,32
19,79
1,70
50,40
25,20
22,45
42,50
45,12
50,37
38,26
47,21
40,88
46,96
36,54
24,18
24,85
46,25
10,90
31,77
44,37
22,17
13,93
11,32
46,70
24,93
6,25
32,42
22,69
21,65
20,52
44,43
35,91
27,11
26,88
45,61
2,47
17,52
20,50
50,19
32,65
19,34
4,37
40,16
15,88
32,65
46,40
45,33
27,11
4,24
23,21
28,97
46,82
6,67
20,24
10,62
18,32
36,56
38,65
32,68
34,67
18,34
7,52
19,52
5,56
19,39
41,100
27,33
23,79
